F_fuel,F_steam,O2,CO,NO,NOx,CO2,SO2
0.2,1.7840000000000014,11.726906625029745,582.0393467217764,121.79372012886643,138.43903553654036,5.579249817140777,545.8573904780051
0.21600000000000003,1.7840000000000014,11.726906625029745,582.0393467217764,121.79372012886643,138.43903553654036,5.579249817140777,545.8573904780051
0.23200000000000004,1.7840000000000014,11.726906625029745,582.0393467217764,121.79372012886643,138.43903553654036,5.579249817140777,545.8573904780051
0.24800000000000005,1.7840000000000014,11.721618318500465,581.0276976368477,121.8347044142588,138.50771611574464,5.5808758042096915,545.8573904780051
0.26400000000000007,1.7840000000000014,11.719220478511566,580.8304976443542,122.12444071803338,138.62016007654984,5.5855224712985105,546.4236645688507
0.2800000000000001,1.7840000000000014,11.709941143234044,579.7498545958078,122.19378931536357,138.74622328172882,5.601598890472339,546.9785835303107
0.2960000000000001,1.7840000000000014,11.687781084010783,577.4588192389165,122.52943597144076,138.9803840690347,5.618355912830399,548.1563032970893
0.3120000000000001,1.7840000000000014,11.656398825153294,574.1823634657048,122.90324664887248,139.36743746386355,5.657257517594083,549.8907457180383
0.3280000000000001,1.7840000000000014,11.61964778956169,569.9928202749943,123.50810963719414,139.8691853636219,5.6976473335499485,551.9858513487392
0.34400000000000014,1.7840000000000014,11.58185201496691,565.8768306903294,124.14876701619187,140.35742286356617,5.739596841920076,554.1356621388809
0.36000000000000015,1.7840000000000014,11.542973219195602,561.7009629020467,124.82715064361992,140.95450756830405,5.782190677448092,556.3430117241052
0.37600000000000017,1.7840000000000014,11.503949078602254,557.1279670176373,125.48876811544733,141.52659661755115,5.825998632672215,558.6110096274972
0.3920000000000002,1.7840000000000014,11.46400940026485,552.7630982255614,126.30542651667338,142.09754571729627,5.871456471904452,560.9430663874592
0.4080000000000002,1.7840000000000014,11.42292019288909,548.1180450620377,127.05206357414409,142.74315477901064,5.918640049947264,563.342919504522
0.4240000000000002,1.7840000000000014,11.37929296938638,543.0761133115302,127.86373820034487,143.4668002724925,5.967629473106474,565.8146598331693
0.4400000000000002,1.7840000000000014,11.33403905326092,537.5904322096285,128.8290597693831,144.2121304657985,6.018780379465648,568.3627579130515
0.45600000000000024,1.7840000000000014,11.287379450091404,531.6070855821636,129.77959949868318,144.92863679700804,6.075064820432285,570.9920895747075
0.47200000000000025,1.7840000000000014,11.239238957292784,525.2249973466569,130.71139301845733,145.6809370639321,6.133876705083653,573.7079599657842
0.48800000000000027,1.7840000000000014,11.191429629049107,519.1574644414177,131.69216783425327,146.47078361344575,6.191538202154861,576.5161249235204
0.5040000000000002,1.7840000000000014,11.14294777774333,512.5309750230845,132.82194685056766,147.37339461591773,6.255208179818187,579.4228083688615
0.5200000000000002,1.7840000000000014,11.092993125596415,505.4599678003542,133.9285044131734,148.2719871177046,6.3244464264471,582.4347141217308
0.5360000000000003,1.7840000000000014,11.041503262313249,498.5252574177648,135.29871826113276,149.29039016402976,6.397298573553391,585.5590302453304
0.5520000000000003,1.7840000000000014,10.98841232682732,490.7142001660868,136.76158827889503,150.43767822207428,6.469959044413633,588.8034237366238
0.5680000000000003,1.7840000000000014,10.933650994632192,483.21850103967154,138.0167966505528,151.54954431089664,6.53971142090688,592.2901579840286
0.5840000000000003,1.7840000000000014,10.877146529972885,475.41682871341254,139.33107528350865,152.60259741094978,6.612088430526445,595.9580890312681
0.6000000000000003,1.7840000000000014,10.818822918302894,466.7934517169924,140.81602858485894,153.704124024438,6.687252689446698,599.8176456602712
0.6160000000000003,1.7840000000000014,10.75662314539294,457.4555712560323,142.49255432238624,154.9743244117558,6.768231974948369,603.5872040225246
0.6320000000000003,1.7840000000000014,10.689135275516964,448.9666554728683,144.09672717267767,156.35517006595683,6.861448429064387,607.672012370764
0.6480000000000004,1.7840000000000014,10.61878115214661,439.43635935384737,145.81296345254896,157.69251015701002,6.949455405756366,612.3424859606971
0.6640000000000004,1.7840000000000014,10.545361635480752,430.36552476986617,147.7444472321681,159.09055298523072,7.040845201607144,617.3148374818545
0.6800000000000004,1.7840000000000014,10.468671726334343,421.72749858531097,149.76670544418812,160.71146471888915,7.138237036635122,622.4353453032223
0.6960000000000004,1.7840000000000014,10.388505097533269,412.5804386097152,151.66335160472227,162.39063628230815,7.240045518448026,627.17946123957
0.7120000000000004,1.7840000000000014,10.30942457348614,402.4901968987797,153.63713931128177,164.01891589738534,7.349404602245626,632.1252662994489
0.7280000000000004,1.7840000000000014,10.23095876062082,391.1392431018703,155.85158455730834,165.61814434816642,7.462610356452126,637.2793304868661
0.7440000000000004,1.7840000000000014,10.146514283274236,378.21019624153087,158.0608253004475,167.54567900072243,7.575883829770261,643.2387500621522
0.7600000000000005,1.7840000000000014,10.055025931124213,365.8641991130098,160.47763229925795,169.2954376252319,7.6853576835187685,649.450169076198
0.7760000000000005,1.7840000000000014,9.959776294713082,354.61961398495623,163.24923668235715,171.24654142682812,7.8008841888322955,655.5714779108573
0.7920000000000005,1.7840000000000014,9.859826487594068,343.56826260200614,166.0431898283241,173.56430600006752,7.930070669227964,661.9428441666104
0.8080000000000005,1.7840000000000014,9.762651548867794,332.679759288334,168.13520595199225,175.93211323691867,8.049967725725176,668.8787127582681
0.8240000000000005,1.7840000000000014,9.662158471135308,322.3487447852676,170.21037326491023,177.94652854932474,8.182682517189173,676.2994781421705
0.8400000000000005,1.7840000000000014,9.558345904268613,311.4618641417146,172.29138152629412,179.71184647839937,8.312453334403154,683.9976293338871
0.8560000000000005,1.7840000000000014,9.45123315312394,300.623370194513,174.60734057887885,181.485860088158,8.456508122194261,691.7484343694075
